
Šešėlių g.
10,10a,10b,11,12,13,14,15,16,17,18,2,20,21,22,23,25,27,29,31,33,35,37,39,4,41,43,5,6,7,8,
Gėlių g.
1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,3,4,5,6,7,8,9,9a,
Kazbėjų g.
10,11,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,37,38,39,4,40,41,42,43,44,45,47,48,49,5,50,51,52,53,54,56,57,59,6,60,60a,61,63,7,8,9,
Kiaunių g.
1,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,29,3,30,31,32,33,34,35,37,38,39,4,40,42,44,45,46,46a,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,67,68,69,7,70,71,72,73,74,75,76,78,8,9,
Krantinės g.
17,17a,17b,18,19,20,21,22,23,24,25,26,
Liudvinavo g.
1,10,100,101,102,103,103a,104,106,107,108,11,111,112,113,113a,114,115,116,118,119,12,120,122,124,126,128,128a,13,134,136,14,15,16,17,18,2,20,20a,21,22,23,23a,24,25,26,27,28,29,3,30,31,32,33,34,34a,35,36,38,39,4,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,56,59,6,60,63,64,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,92,93,94,95,96,97,98,99,
Naujasodžių g.
1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,49a,5,50,51,52,53,54,55,57,58,59,6,61,7,8,9,
