institution,elderate,city,street,numbers
Pakruojo rajono savivaldybė Lygumų seniūnija,,Kauksnujų kaimas,Upės gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Kauksnujų kaimas,Vėzgės gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Kauksnujų kaimas,Žalioji gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Kutaičių kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lapgirio kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lapynės viensėdis,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Aikštės gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Gluosnių gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Janiškaičių gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Juknaičių gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Mokyklos gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Montjurgių gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Naujamiesčio gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Nepriklausomybės aikštė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Pakruojo gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Pergalės gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Sodo gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Taikos gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Upės gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų miestelis,Vaigailių gatvė,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Lygumų viensėdis,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Mantaičių kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Martyniškio viensėdis,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Mickūnų kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Minelgių kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Miniūnų kaimas,,
Pakruojo rajono savivaldybė Lygumų seniūnija,,Nadaukių kaimas,,
