institution,elderate,city,street,numbers
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Platumų viensėdis,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Plavėjų kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Ritkūniškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Rojaus kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Rudėniškių kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Saksoniškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Silvestriškės viensėdis,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Simaniškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Sokiškių kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Sviliškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Taboro kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Tarasiškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Tumelinos kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Varginių viensėdis,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Varnų kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Vaškonių kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Vigodkos kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Viktoriškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Vėderinių kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Ąžuolynės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Čižiūnų kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Šaltinių kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Šukeliškės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Ščiurio kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Žagarinės kaimas,,
Ignalinos rajono savivaldybė Dūkšto seniūnija,,Žąsinių kaimas,,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Agarinio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Alyvų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ateities gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Atgimimo gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Aukštaičių gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ažušilės gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Bažnyčios aikštė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Bokšto gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Budrių gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Draugystės gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ežero gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Gavaičio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Geležinkelio gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Gėlių gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Juozo Čepulėno gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Kaštonų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Laisvės aikštė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Laisvės gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Liaudies gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Liepų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Ligoninės gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Lygumos gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Lygumos skersgatvis,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,M. Petrausko gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,M. Petrausko skersgatvis,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Medžiotojų gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Miško gatvė,
Ignalinos rajono savivaldybė Ignalinos miesto seniūnija,,Ignalinos miestas,Mokyklos gatvė,
