Id, Country, County, Municipality, CivilParish, City, City_genitive, Street
1859, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Paulenka, Paulenkos kaimas
1860, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Pelekiškė, Pelekiškės kaimas
1861, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Purpliai, Purplių kaimas
1862, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Puvočiai, Puvočių kaimas
1863, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Raitininkai, Raitininkų kaimas
1864, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Rudnia, Rudnios kaimas
1865, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Rūsingė, Rūsingės kaimas
1866, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Sarkajiedai, Sarkajiedų kaimas
1867, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Savulkos, Savulkų kaimas
1868, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Spyriai, Spyrių kaimas
1869, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Sukarepka, Sukarepkos kaimas
1870, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Šunupis, Šunupio kaimas
1871, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Tetervinė, Tetervinės kaimas
1872, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Trasninkas, Trasninko kaimas
1873, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Ulčičiai, Ulčičių kaimas
1874, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Utieka, Utiekos kaimas
1875, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Vaičiškė, Vaičiškės viensėdis
1876, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Valakėliai, Valakėlių kaimas
1877, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Voverys, Voverių kaimas
1878, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Merkinės seniūnija, Zakavoliai, Zakavolių kaimas
1879, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Čižiūnai, Čižiūnų kaimas, Čižiūnų gatvė
1880, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Čižiūnai, Čižiūnų kaimas, Smėlio gatvė
1881, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Liepto gatvė
1882, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Liepų gatvė
1883, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Merkio gatvė
1884, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Raudonėlės gatvė
1885, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Šilo gatvė
1886, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Sodų gatvė
1887, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Dargužiai, Dargužių kaimas, Užupio gatvė
1888, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Daržininkai, Daržininkų kaimas, Daržininkų gatvė
1889, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Degsnės, Degsnių kaimas, Degsnių gatvė
1890, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Kuršiai, Kuršių kaimas, Kalno gatvė
1891, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Kuršiai, Kuršių kaimas, Kuršių gatvė
1892, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Kuršiai, Kuršių kaimas, Paupio gatvė
1893, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Maceliai, Macelių kaimas, Macelių gatvė
1894, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Naujosios Naniškės, Naujųjų Naniškių kaimas, Daržininkų gatvė
1895, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Gelužos gatvė
1896, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Pakleštarės gatvė
1897, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Pievų gatvė
1898, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Santakos gatvė
1899, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Užupio gatvė
1900, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Paklėštarė, Paklėštarės kaimas, Vilniaus gatvė
1901, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pirčiupiai, Pirčiupių kaimas, Birželio 3-iosios gatvė
1902, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pirčiupiai, Pirčiupių kaimas, Klevų gatvė
1903, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pirčiupiai, Pirčiupių kaimas, Pušyno gatvė
1904, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pirčiupiai, Pirčiupių kaimas, Senųjų Pirčiupių gatvė
1905, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pošalčiai, Pošalčių kaimas, Girių gatvė
1906, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pošalčiai, Pošalčių kaimas, Pošalčių gatvė
1907, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pošalčiai, Pošalčių kaimas, Šilo gatvė
1908, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pūčkornės, Pūčkornių kaimas, Pamiškės gatvė
1909, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pūčkornės, Pūčkornių kaimas, Paupio gatvė
1910, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Pūčkornės, Pūčkornių kaimas, Spenglos gatvė
1911, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Senosios Naniškės, Senųjų Naniškių kaimas, Naniškių gatvė
1912, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Aušros gatvė
1913, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, P. Buckaus gatvė
1914, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Merkio gatvė
1915, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Mokyklos gatvė
1916, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Šalčios gatvė
1917, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Trumpoji gatvė
1918, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Užuperkasis, Užuperkasio kaimas, Užuperkasio gatvė
1919, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Vaitakarčmis, Vaitakarčmio kaimas, Vaitakarčmio gatvė
1920, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, P. Bieliausko gatvė
1921, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Dzūkų gatvė
1922, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Krantinės gatvė
1923, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Liepto gatvė
1924, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Miškininkų gatvė
1925, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Pylimo gatvė
1926, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Valkininkų seniūnija, Valkininkai, Valkininkų miestelis, Vilniaus gatvė
1927, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Biniūnai, Biniūnų kaimas, Dainavos gatvė
1928, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Biniūnai, Biniūnų kaimas, Tuopų gatvė
1929, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Druckūnai, Druckūnų kaimas, Bingutės gatvė
1930, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Druckūnai, Druckūnų kaimas, Tujų gatvė
1931, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Druckūnai, Druckūnų kaimas, Žalioji gatvė
1932, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Geidukonys, Geidukonių kaimas, Beržabalės gatvė
1933, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Geidukonys, Geidukonių kaimas, Pievų gatvė
1934, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Geidukonys, Geidukonių kaimas, Plento gatvė
1935, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Genionys, Genionių kaimas, Degutės gatvė
1936, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Genionys, Genionių kaimas, Ežero gatvė
1937, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Genionys, Genionių kaimas, Pušyno gatvė
1938, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Alyvų gatvė
1939, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Dvaro gatvė
1940, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Liepų gatvė
1941, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Mokyklos gatvė
1942, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Ryto gatvė
1943, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Sodo gatvė
1944, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Gudžiai, Gudžių kaimas, Trumpoji gatvė
1945, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Mergežeris, Mergežerio kaimas, Ežero gatvė
1946, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Mergežeris, Mergežerio kaimas, Mergežerio gatvė
1947, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Mergežeris, Mergežerio kaimas, Martyno Vainilaičio gatvė
1948, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Meškučiai, Meškučių kaimas
1949, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Miguičionys, Miguičionių kaimas
1950, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Milioniškė, Milioniškės kaimas
1951, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Moliadugnis, Moliadugnio kaimas
1952, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Padaugė, Padaugės kaimas
1953, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Pagirės, Pagirių kaimas
1954, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Pamusėliai, Pamusėlių kaimas
1955, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Panedingys, Panedingio kaimas
1956, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Pavardaunys, Pavardaunio kaimas
1957, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Pavarėnis, Pavarėnio kaimas
1958, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Rudnia, Rudnios kaimas
1959, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Salovartė, Salovartės kaimas
1960, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Sapiegiškė, Sapiegiškės kaimas
1961, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Slabodka, Slabodkos kaimas
1962, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Sokonys, Sokonių kaimas
1963, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Ūta, Ūtos kaimas
1964, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Vadėnai, Vadėnų kaimas
1965, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Vartavalakis, Vartavalakio kaimas
1966, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Vilgučiai, Vilgučių kaimas
1967, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Želniūnai, Želniūnų kaimas
1968, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Varėnos seniūnija, Žilinčiškės, Žilinčiškių kaimas
1969, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Baravykų gatvė
1970, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Beržų gatvė
1971, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Bokštų gatvė
1972, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Draugystės gatvė
1973, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Gėlių gatvė
1974, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Gėrybių gatvė
1975, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Kūdros gatvė
1976, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Miško gatvė
1977, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Pakalnės gatvė
1978, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Pavasario gatvė
1979, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Pievų gatvė
1980, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Poilsio gatvė
1981, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Pušų gatvė
1982, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Ramybės gatvė
1983, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Ramunių gatvė
1984, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Rasos gatvė
1985, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Rožių gatvė
1986, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Šilo gatvė
1987, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Sodų gatvė
1988, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Sodžiaus gatvė
1989, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Barčiai, Barčių kaimas, Vieversių gatvė
1990, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Dainava, Dainavos kaimas, Dainavos gatvė
1991, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Dainava, Dainavos kaimas, Miško gatvė
1992, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kamorūnai, Kamorūnų kaimas, Ilgoji gatvė
1993, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kamorūnai, Kamorūnų kaimas, Liepos gatvė
1994, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kamorūnai, Kamorūnų kaimas, Pievų gatvė
1995, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kijučiai, Kijučių kaimas, Laisvės gatvė
1996, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kijučiai, Kijučių kaimas, Sodų gatvė
1997, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kijučiai, Kijučių kaimas, Vilties gatvė
1998, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Alksnyno gatvė
1999, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Beržyno gatvė
2000, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Kreivoji gatvė
2001, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Krivio gatvė
2002, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Liepų gatvė
2003, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Nočelės gatvė
2004, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Sodų gatvė
2005, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Kriviliai, Krivilių kaimas, Tvenkinių gatvė
2006, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Papiškės, Papiškių kaimas, Kalno gatvė
2007, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Papiškės, Papiškių kaimas, Šaltinio gatvė
2008, LIETUVOS RESPUBLIKA, Alytaus apskritis, Varėnos rajono savivaldybė, Vydenių seniūnija, Papiškės, Papiškių kaimas, Vyšnių gatvė
