Id, Country, County, Municipality, CivilParish, City, City_genitive, Street
1855, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Prozariškės, Prozariškių kaimas
1856, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Prūdninkai, Prūdninkų kaimas
1857, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Rasava, Rasavos kaimas
1858, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Rudžiai, Rudžių kaimas
1859, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Rusinė, Rusinės kaimas
1860, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Samaliava, Samaliavos kaimas
1861, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Savarinė, Savarinės kaimas
1862, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Senkonys, Senkonių kaimas
1863, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Skėriai, Skėrių kaimas
1864, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Slajos, Slajų kaimas
1865, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Ščiukiškės, Ščiukiškių kaimas
1866, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Totoriškės, Totoriškių kaimas
1867, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Vaidžionys, Vaidžionių kaimas
1868, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Vilkakiemis, Vilkakiemio kaimas
1869, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Žasliai, Žaslių kaimas
1870, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žaslių seniūnija, Žuvys, Žuvų kaimas
1871, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Bačkonys, Bačkonių kaimas, Elektrinės gatvė
1872, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Bačkonys, Bačkonių kaimas, Vilniaus gatvė
1873, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Burbiškės, Burbiškių kaimas, Alyvų gatvė
1874, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Burbiškės, Burbiškių kaimas, Ilgoji gatvė
1875, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Burbiškės, Burbiškių kaimas, Sodų gatvė
1876, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kairiškės, Kairiškių kaimas, Gajaučiznos gatvė
1877, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kairiškės, Kairiškių kaimas, Kairiškių gatvė
1878, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kairiškės, Kairiškių kaimas, Margelių gatvė
1879, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kasilionys, Kasilionių kaimas
1880, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kaukinė, Kaukinės kaimas
1881, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kertauninkai, Kertauninkų kaimas
1882, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Klenauka, Klenaukos kaimas
1883, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Krasnasėlis, Krasnasėlio kaimas
1884, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kriaučiškės, Kriaučiškių kaimas
1885, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Kulukiškės, Kulukiškių kaimas
1886, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Martiniškės, Martiniškių kaimas
1887, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Matelskai, Matelskų kaimas
1888, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Mažosios Vladikiškės, Mažųjų Vladikiškių kaimas
1889, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Naujoji Slabada, Naujosios Slabados kaimas
1890, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Padūmys, Padūmio kaimas
1891, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Pakertiškės, Pakertiškių kaimas
1892, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Palimšys, Palimšio kaimas
1893, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Pažardis, Pažardžio kaimas
1894, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Piktakiemis, Piktakiemio kaimas
1895, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Pridotkai, Pridotkų kaimas
1896, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Radutiškės, Radutiškių kaimas
1897, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Skudeniai, Skudenių kaimas
1898, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Strėvininkų Babiliai, Strėvininkų Babilių kaimas
1899, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Strošiūnai I, Strošiūnų I kaimas
1900, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Strošiūnai II, Strošiūnų II kaimas
1901, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Sutartiškės, Sutartiškių kaimas
1902, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Šarkiškės, Šarkiškių kaimas
1903, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Šilėnai, Šilėnų kaimas
1904, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Taduliškės, Taduliškių kaimas
1905, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Tarpumiškis, Tarpumiškio kaimas
1906, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Titnagai, Titnagų kaimas
1907, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Užubalis, Užubalio viensėdis
1908, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Verdinės, Verdinių kaimas
1909, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Zaslonė, Zaslonės kaimas
1910, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Žalvarniai, Žalvarnių kaimas
1911, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Žiežmariai, Žiežmarių viensėdis
1912, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių apylinkės seniūnija, Žiežmariai, Žiežmarių kaimas
1913, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Alyvų gatvė
1914, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Aronijų gatvė
1915, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, A. Ažubalio gatvė
1916, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Beržų gatvė
1917, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, J. Gagarino gatvė
1918, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Gėlių gatvė
1919, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Jazminų gatvė
1920, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Jubiliejinė gatvė
1921, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Kauno gatvė
1922, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Kertaus gatvė
1923, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Kranto gatvė
1924, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Lauko gatvė
1925, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Melioratorių gatvė
1926, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Miškininkų gatvė
1927, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Narimanto gatvė
1928, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Nepriklausomybės aikštė
1929, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Obelų gatvė
1930, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Pastrėvio gatvė
1931, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Paupio gatvė
1932, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Pievų gatvė
1933, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Rasų aklgatvė
1934, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Rožių gatvė
1935, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Šermukšnių gatvė
1936, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Šiaurės gatvė
1937, LIETUVOS RESPUBLIKA, Kauno apskritis, Kaišiadorių rajono savivaldybė, Žiežmarių seniūnija, Žiežmariai, Žiežmarių miestas, Šilo gatvė
1938, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Dobiliukų takas
1939, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Jaunimo gatvė
1940, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Klevų takas
1941, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Lelijų takas
1942, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Magnolijų gatvė
1943, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Povilo Matulionio gatvė
1944, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Medeinos gatvė
1945, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Miško gatvė
1946, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Mokyklos gatvė
1947, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Obelynės gatvė
1948, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Obelų alėja
1949, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Pakraščio gatvė
1950, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Pamiškės takas
1951, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Parko gatvė
1952, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Pilėnų gatvė
1953, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Rožių takas
1954, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Sekvojų gatvė
1955, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Sodų gatvė
1956, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Studentų gatvė
1957, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Tako gatvė
1958, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Tujų alėja
1959, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Universiteto gatvė
1960, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Varžupio gatvė
1961, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Akademijos seniūnija, Akademija, Akademijos miestelis, Vyšnių takas
1962, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Alyvų gatvė
1963, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Astrų gatvė
1964, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Ievų gatvė
1965, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Klevų gatvė
1966, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Lelijų gatvė
1967, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Linų gatvė
1968, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, J. Lukšos gatvė
1969, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Mėtų gatvė
1970, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Pušų gatvė
1971, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Rožių gatvė
1972, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Rūtų gatvė
1973, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Bijūnai, Bijūnų kaimas, Tulpių gatvė
1974, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Dievogala, Dievogalos kaimas, Andriaus Gustaičo gatvė
1975, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Dievogala, Dievogalos kaimas, Kelmyno gatvė
1976, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Dievogala, Dievogalos kaimas, Žiemkelio gatvė
1977, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Gandrų gatvė
1978, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Gegučių gatvė
1979, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Genių gatvė
1980, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Kregždžių gatvė
1981, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Pelėdų gatvė
1982, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Sakalų gatvė
1983, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Strazdų gatvė
1984, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Žiemkelio gatvė
1985, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Digriai, Digrių kaimas, Žvirblių gatvė
1986, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Girininkai I, Girininkų I kaimas, Andriaus Gustaičio gatvė
1987, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Girininkai I, Girininkų I kaimas, Žiemkelio gatvė
1988, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Girininkai II, Girininkų II kaimas, Žiemkelio gatvė
1989, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Aronijų gatvė
1990, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Atgimimo gatvė
1991, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Dagilių gatvė
1992, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Gedimino gatvė
1993, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Gervuogių gatvė
1994, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Gulbės gatvė
1995, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Petro Gužo gatvė
1996, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Kamanų gatvė
1997, LIETUVOS RESPUBLIKA, Kauno apskritis, Kauno rajono savivaldybė, Alšėnų seniūnija, Jonučiai, Jonučių kaimas, Kardelių gatvė
