"seniunijos pav.","gatves pavadinimas","miestas","pastatu numeriai","komentarai"
"Senamiesčio seniūnija","Bazilijonų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Benediktinių g","Vilniaus miestas",,
"Senamiesčio seniūnija","Bernardinų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Bokšto g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šv. Brunono Bonifaco g.","Vilniaus miestas",,
"Senamiesčio seniūnija","M. Daukšos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Didžioji g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Dysnos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Dominikonų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Dobužinskio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šv. Dvasios g.","Vilniaus miestas",,
"Senamiesčio seniūnija","S. Daukanto aikštė","Vilniaus miestas",,
"Senamiesčio seniūnija","Drujos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Etmonų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Filaretų g.","Vilniaus miestas","2-20, 1-25",
"Senamiesčio seniūnija","Gaono g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Geležinkelio g. ","Vilniaus miestas","1-5",
"Senamiesčio seniūnija","Gedimino pr.","Vilniaus miestas","2-18, 1-11",
"Senamiesčio seniūnija","Gėlių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Gervėčių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šv. Ignoto g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Islandijos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Išganytojo g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Jogailos g. ","Vilniaus miestas","2-10000",
"Senamiesčio seniūnija","Šv. Jono g.","Vilniaus miestas",,
"Senamiesčio seniūnija","K. Kalinausko g. ","Vilniaus miestas","2-10",
"Senamiesčio seniūnija","Karmelitų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kauno g. ","Vilniaus miestas","2-12, 1-3",
"Senamiesčio seniūnija","Katedros aikštė","Vilniaus miestas",,
"Senamiesčio seniūnija","Šv. Kazimiero g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kėdainių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Klaipėdos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","T. Kosciuškos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kreivasis skg.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kranto g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Krivių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Krivulės g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kruopų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Kūdrų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Labdarių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Lapų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Latako g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Ž. Liauksmino g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Liejyklos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Ligoninės g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Literatų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Lydos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Maironio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Malūnų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Mielagėnų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Mėsinių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šv. Mikalojaus g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Mindaugo g.","Vilniaus miestas","2-18, 36-42",
"Senamiesčio seniūnija","Šv. Mykolo g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Naugarduko g. ","Vilniaus miestas","2-10,  1-7",
"Senamiesčio seniūnija","Odminių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Olandų g. ","Vilniaus miestas","1-9999",
"Senamiesčio seniūnija","Palangos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Pasažo skg.","Vilniaus miestas",,
"Senamiesčio seniūnija","Paupio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Pilies g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Plačioji g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Polocko g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Pranciškonų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Punsko g.","Vilniaus miestas","1-9999,",
"Senamiesčio seniūnija","Pylimo g. ","Vilniaus miestas","5-65, 2-10000",
"Senamiesčio seniūnija","Radvilų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Rasų g. ","Vilniaus miestas","1-9, 9A, 2-18",
"Senamiesčio seniūnija","Raugyklos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Rusų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Rūdninkų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Savičiaus g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Seinų g.","Vilniaus miestas","2-10000",
"Senamiesčio seniūnija","K. Sirvydo g.","Vilniaus miestas",,
"Senamiesčio seniūnija","S. Skapo g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Sluškų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Sodų g. ","Vilniaus miestas","1-25,  2-14",
"Senamiesčio seniūnija","Šv. Stepono g. ","Vilniaus miestas","2-38, 1-31",
"Senamiesčio seniūnija","Stiklių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","A. Strazdelio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","L. Stuokos–Gucevičiaus g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Subačiaus g.","Vilniaus miestas","2-60, 1-49",
"Senamiesčio seniūnija","Šaltinių g.","Vilniaus miestas","13-17, 22, 28A, 26-48",
"Senamiesčio seniūnija","Šiaulių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šiltadaržio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šopeno g.","Vilniaus miestas",,
"Senamiesčio seniūnija","K. Škirpos alėja","Vilniaus miestas",,
"Senamiesčio seniūnija","Švarco g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Šventaragio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Švenčionių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Teatro g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Tilto g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Totorių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Trakų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Universiteto g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Užupio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","K. Vanagėlio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","S. Vainiūno g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Varpų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Vilniaus g. ","Vilniaus miestas","15-47, 2-10000",
"Senamiesčio seniūnija","Vingrių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Visų Šventųjų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Vitebsko g.","Vilniaus miestas",,
"Senamiesčio seniūnija","P. Višinskio ","Vilniaus miestas","1-9999",
"Senamiesčio seniūnija","Vokiečių g.","Vilniaus miestas",,
"Senamiesčio seniūnija","A. Volano g.","Vilniaus miestas",,
"Senamiesčio seniūnija","T. Vrublevskio g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Zarasų g. ","Vilniaus miestas","1-9999",
"Senamiesčio seniūnija","Žemaitijos g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Žydų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Žygimantų g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Žvirgždyno g.","Vilniaus miestas",,
"Senamiesčio seniūnija","Žiupronių g.","Vilniaus miestas",,
"Šeškinės seniūnija","Zarasų g.","Vilniaus miestas","1, 3-25,  4-30",
"Šeškinės seniūnija","Žibuoklių g.","Vilniaus miestas","2, 2A, 5, 6, 8-12, 9-11, 12A, 12B, 13, 14, 15, 16, 19, 22, 26",
"Šeškinės seniūnija","Anykščių g.","Vilniaus miestas","1-7, 2-8, 8A, 9, 9A, 10, 11, 12, 13, 15, 16, 17, 19-41, 45",
"Šeškinės seniūnija","Buivydiškių g. ","Vilniaus miestas","1-29, 24, 26, 30, 32, 34",
"Šeškinės seniūnija","Čiobiškio g. ","Vilniaus miestas","1, 2, 2A, 3, 4, 5, 6, 6A, 6B, 7, 7A, 8-30, 9, 11, 16A, 18, 18A, 34",
"Šeškinės seniūnija","Deltuvos g.","Vilniaus miestas","1, 1A, 2-62, 3-61, 7A, 9A, 17A, 22A, 25A, 27A, 28A, 37A, 42A, 47A, 48A, 49A, 50A, 52A, 53A, 60A, 62A, 68, 70",
"Šeškinės seniūnija","Dūkštų g.","Vilniaus miestas","47-73, 49A, 53A, 55A, 65A, 71A, 71B, 73A",
"Šeškinės seniūnija","Gelvonų g.","Vilniaus miestas","1, 2-24, 4A, 5-9, 5A, 20A",
"Šeškinės seniūnija","Laisvės pr.","Vilniaus miestas","20-32, 22A, 25, 28A, 30A, 30B, 37-41",
"Šeškinės seniūnija","Musninkų g.","Vilniaus miestas","2, 2A, 3-7, 5A, 6-32, 6B, 22A, 28A",
"Šeškinės seniūnija","Ozo g.","Vilniaus miestas","1-17, 9A",
"Šeškinės seniūnija","Paberžės g.","Vilniaus miestas","1-31, 2-14, 22-30",
"Šeškinės seniūnija","Paribio g. ","Vilniaus miestas","1-garažas",
"Šeškinės seniūnija","Siesikų g.","Vilniaus miestas","1-21, 2-6, 3A, 22-32, 22A, 25, 28A, 29-35, 43-53, 45A, 45C, 49A, 51A, 55A, 59, 59A, 61A, 63-75, 65A, 69, 71A, 79",
"Šeškinės seniūnija","Sudervės kelias ","Vilniaus miestas","123A, 125, 132-138, 135-139, 141, 142-146, 143, 149, 152, 156, 156A, 158, 163, 165, 173, 184, 184A, 186, 192-216, 192A, 196A, 202A, 212A, 220, 221, 224-236, 228A, 230, 234A",
"Šeškinės seniūnija","Šeškinės g.","Vilniaus miestas","1-27, 2-30, 30A",
"Šeškinės seniūnija","Ukmergės g.","Vilniaus miestas","2-8, 11-19, 14, 18-24, 28-32, 36-42,",
"Šeškinės seniūnija","Upytės g.","Vilniaus miestas","1, 3, 5, 7, 9, 11, 13, 15, 17, 19",
"Šeškinės seniūnija","Želvos g.","Vilniaus miestas",,
"Šeškinės seniūnija","Paribio","Vilniaus miestas",,
"Šeškinės seniūnija","Šeškinės sodų","Vilniaus miestas",,
"Šnipiškių seniūnija","Šeškinės sodų 1-oji","Vilniaus miestas",,
"Šnipiškių seniūnija","Šeškinės sodų 2-oji","Vilniaus miestas","43,45",
"Šnipiškių seniūnija","Alantos g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Apkasų g. ","Vilniaus miestas",,
"Šnipiškių seniūnija","Ceikinių g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Daugėliškio g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Dubingių g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Durpių g.","Vilniaus miestas",,
"Šnipiškių seniūnija","S.Fino g.","Vilniaus miestas","1-37, 37A, 39, 41A",
"Šnipiškių seniūnija","Giedraičių g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Geležinio Vilko g. ","Vilniaus miestas","1-81, 2-200",
"Šnipiškių seniūnija","A.Juozapavičiaus g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Kalvarijų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Kaltanėnų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Konstitucijos pr.","Vilniaus miestas",,
"Šnipiškių seniūnija","Krokuvos g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Kernavės g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Linkmenų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Lvovo g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Maišiagalos g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Manto g.","Vilniaus miestas","1-51",
"Šnipiškių seniūnija","Molėtų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Ozo g. ","Vilniaus miestas","2-10000",
"Šnipiškių seniūnija","Ratnyčios g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Rinktinės g. ","Vilniaus miestas",,
"Šnipiškių seniūnija","Rudnios g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Saracėnų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Slucko g.","Vilniaus miestas","1-17, 12-28",
"Šnipiškių seniūnija","Šatrijos g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Šeimyniškių g. ","Vilniaus miestas",,
"Šnipiškių seniūnija","Šiaudinės g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Šilutės g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Širvintų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Šnipiškių g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Tauragnų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Trimitų g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Turgaus g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Upės g.","Vilniaus miestas",,
"Šnipiškių seniūnija","Utenos g.","Vilniaus miestas","60-122, 115-137",
"Šnipiškių seniūnija","Veprių g.","Vilniaus miestas",,
"Verkių seniūnija","Žalgirio g. ","Vilniaus miestas",,
"Verkių seniūnija","Žvejų g.","Vilniaus miestas",,
"Verkių seniūnija","A.  R.  Niemio g.","Vilniaus miestas",,
"Verkių seniūnija","A. Telyčėno g.","Vilniaus miestas",,
"Verkių seniūnija","A.Mackaus g.","Vilniaus miestas",,
"Verkių seniūnija","A.Šabaniausko g. ","Vilniaus miestas",,
"Verkių seniūnija","Aitvarų g. ","Vilniaus miestas",,
"Verkių seniūnija","Akademijos g.","Vilniaus miestas",,
"Verkių seniūnija","Alko g.","Vilniaus miestas","1-15, 2-14",
"Verkių seniūnija","Apynių g. ","Vilniaus miestas",,
"Verkių seniūnija","Ateities g.","Vilniaus miestas",,
"Verkių seniūnija","Aukuro g. ","Vilniaus miestas",,
"Verkių seniūnija","Austėjos g. ","Vilniaus miestas",,
"Verkių seniūnija","Aušrinės g. ","Vilniaus miestas",,
"Verkių seniūnija","Aviečių g. ","Vilniaus miestas",,
"Verkių seniūnija","Avietyno g.","Vilniaus miestas",,
"Verkių seniūnija","Avižų g.","Vilniaus miestas",,
"Verkių seniūnija","B. Vainos g.","Vilniaus miestas",,
"Verkių seniūnija","B.Dvariono g. ","Vilniaus miestas",,
"Verkių seniūnija","B.Krivicko g.","Vilniaus miestas",,
"Verkių seniūnija","B.Steponaitienės g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių g. ","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 21-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 22-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 23-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 25-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 26-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 27-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 28-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 5-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 6-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 7-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 8-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 9-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 10-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 11-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 12-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 13-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 14-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 15-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 16-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 17-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 18-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Babinių Sodų 19-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bagutiškių g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų kelias ","Vilniaus miestas",,
"Verkių seniūnija","Bajorų kelio 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų kelio 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų kelio 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  5-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  6-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  7-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  8-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  9-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  10-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  11-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  12-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  13-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  14-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  15-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  16-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  17-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  18-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  19-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  20-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  21-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  22-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  23-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  24-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  25-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  26-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  27-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  28-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  29-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  30-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  31-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  32-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Bajorų Sodų  33-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių g. ","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 5-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 6-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 7-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 8-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 9-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 10-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 11-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Balsių Sodų 12-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Baltupio g.","Vilniaus miestas",,
"Verkių seniūnija","Biochemikų g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių g. ","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 5-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 6-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 7-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 8-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 9-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 10-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 11-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 12-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 13-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 14-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 15-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 16-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 17-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 18-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 19-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 20-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 21-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 22-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 23-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 24-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Birelių Sodų 25-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Dausprungo g.","Vilniaus miestas",,
"Verkių seniūnija","Dausų g. ","Vilniaus miestas",,
"Verkių seniūnija","Didlaukio g.  ","Vilniaus miestas",,
"Verkių seniūnija","Didžiųjų Gulbinų g.","Vilniaus miestas",,
"Verkių seniūnija","Dundulio g. ","Vilniaus miestas",,
"Verkių seniūnija","Dvariškių g. ","Vilniaus miestas",,
"Verkių seniūnija","Dvaro g. ","Vilniaus miestas",,
"Verkių seniūnija","E. Valavičiaus g.","Vilniaus miestas",,
"Verkių seniūnija","Europos parko g. ","Vilniaus miestas",,
"Verkių seniūnija","Fizikų g. ","Vilniaus miestas",,
"Verkių seniūnija","Galuklonių g.","Vilniaus miestas",24,
"Verkių seniūnija","Garšvėnų g.","Vilniaus miestas",,
"Verkių seniūnija","Geležinio Vilko g. ","Vilniaus miestas",,
"Verkių seniūnija","Girinio g. ","Vilniaus miestas",,
"Verkių seniūnija","Grūšiakalnio g.","Vilniaus miestas",,
"Verkių seniūnija","Gulbinėlių g.","Vilniaus miestas",,
"Verkių seniūnija","Gulbinėlių Sodų 1-oji g. ","Vilniaus miestas",,
"Verkių seniūnija","Gulbinų g.                                           ","Vilniaus miestas",,
"Verkių seniūnija","H.Radausko g.","Vilniaus miestas",,
"Verkių seniūnija","Išilginės  g. ","Vilniaus miestas",,
"Verkių seniūnija","J. Balčikonio g.","Vilniaus miestas",,
"Verkių seniūnija","J. Bialozoro g.","Vilniaus miestas",,
"Verkių seniūnija","J. Lebedžio g.","Vilniaus miestas",,
"Verkių seniūnija","J. Pikčilingio g.","Vilniaus miestas",,
"Verkių seniūnija","J. Radvilos g.","Vilniaus miestas",,
"Verkių seniūnija","J. Ralio g.","Vilniaus miestas",,
"Verkių seniūnija","J.Degutytės g. ","Vilniaus miestas",,
"Verkių seniūnija","J.Franko g.","Vilniaus miestas",,
"Verkių seniūnija","J.Kazlausko g. ","Vilniaus miestas",,
"Verkių seniūnija","J.Tallat-Kelpšos g.","Vilniaus miestas",,
"Verkių seniūnija","Jauronių g. ","Vilniaus miestas",,
"Verkių seniūnija","Jeruzalės g.","Vilniaus miestas",,
"Verkių seniūnija","Jundos g.","Vilniaus miestas",,
"Verkių seniūnija","Juozapiškių g. ","Vilniaus miestas",,
"Verkių seniūnija","K. Borutos g.","Vilniaus miestas",,
"Verkių seniūnija","K. Ulvydo g.","Vilniaus miestas","202-10000, 157-9999",
"Verkių seniūnija","Kairiūkščio g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų g.","Vilniaus miestas","157-335, 202-300",
"Verkių seniūnija","Kalvarijų Sodų 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 5-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 6-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 7-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 8-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 9-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 10-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kalvarijų Sodų 11-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Kaukų g.","Vilniaus miestas",,
"Verkių seniūnija","Kmitos g. ","Vilniaus miestas",,
"Verkių seniūnija","Kolektyvo g.","Vilniaus miestas",,
"Verkių seniūnija","Korių g. ","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių g. ","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių Sodų 1-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių Sodų 2-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių Sodų 3-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių Sodų 4-oji g.","Vilniaus miestas",,
"Verkių seniūnija","Krakiškių Sodų 5-oji g.","Vilniaus miestas",,
